x,y,z
0.955300558,-1.149754462,934
0.876046793,-1.69200759,935
1.472670676,-2.557029346,936
-0.603980626,2.457466153,937
-0.229548655,-0.873680087,938
-1.639484163,2.929528998,939
-0.392471106,0.012373463,940
0.996570511,-1.613987902,941
-0.466495379,2.163212934,942
0.640479795,-1.877933877,943
-0.190503106,-2.009298155,944
0.324057028,-1.060334801,945
-1.14769139,3.208856512,946
0.08520945,0.367211004,947
-2.991135971,6.41045819,948
-0.186896158,0.093799014,949
-1.630473244,1.981915751,950
1.205994517,-1.896694711,951
0.777407353,-2.389096516,952
0.466670982,1.250754769,953
1.521006227,-2.471505246,954
-0.948916521,1.317184739,955
1.747363198,-4.106111643,956
0.932191564,-1.957327335,957
-0.236555287,0.233608652,958
1.135620147,-1.154406519,959
-1.106293512,2.399003195,960
-0.824514162,0.917396584,961
-0.608589723,3.107620132,962
-0.528977708,1.107263748,963
-1.056557643,2.881954961,964
1.223083067,-3.054392642,965
-0.2588544,0.880824428,966
0.352504968,-0.393899946,967
-0.570351366,-0.748946559,968
-1.820603301,5.656481712,969
0.270057358,0.750529744,970
-1.912254975,3.427314635,971
-0.068634046,-0.965001648,972
-1.368315039,3.084191691,973
1.987275999,-3.887854299,974
0.911362722,-1.467056496,975
0.105753791,-0.019930186,976
1.263706678,-2.021172366,977
-0.846315977,3.139937654,978
0.543479379,-0.518855552,979
0.199810434,-1.449276366,980
0.264020081,0.83452269,981
1.2723535,-0.904092437,982
0.732492103,1.687072529,983
0.288723663,-1.700941359,984
-1.654887436,3.552656886,985
-0.960046295,-0.162006113,986
-0.122708934,0.798567024,987
0.093372374,-0.734945047,988
-1.130203725,4.183853244,989
2.411676676,-5.597968321,990
1.516394055,-4.721971148,991
0.60211832,-1.675500381,992
0.072036861,-2.119561494,993
-0.21220897,1.175517394,994
-0.95191846,-0.161246126,995
0.077480519,-0.126503456,996
0.25775254,-2.5933169,997
-1.241760575,2.163223346,998
0.334176417,0.975025321,999
-0.155259049,0.671165989,1000
